country,band,n,mean_all,cv2_all,mean_close,cv2_close
BE,0-19,292,12.065068493150685,0.6804057588360094,10.32876712328767,0.6233697624144215
BE,20-64,409,12.188264058679707,0.6806557130829621,9.254278728606357,0.7598793563798516
BE,65+,49,7.551020408163265,0.6000024348672998,5.836734693877551,0.6669936997734202
DE,0-19,412,9.169902912621358,0.48762156694206116,8.46359223300971,0.4980298512960689
DE,20-64,749,7.735647530040054,0.6494042114530943,6.463284379172229,0.6363570730613134
DE,65+,134,5.582089552238806,1.0213196349849718,4.373134328358209,1.4386855325713082
FI,0-19,374,12.879679144385026,0.41828468008368697,10.558823529411764,0.5075880938695803
FI,20-64,542,10.695571955719558,0.4799775140968459,6.892988929889299,0.6893602315980327
FI,65+,90,5.711111111111111,1.0804695390432804,3.688888888888889,1.61777202216202
GB,0-19,404,13.524752475247524,0.372546395060462,11.566831683168317,0.3975145671652183
GB,20-64,551,10.774954627949183,0.4383396667607868,7.64065335753176,0.5427442033471633
GB,65+,57,8.333333333333334,0.4079999999999999,4.7368421052631575,0.5786287477954145
IT,0-19,323,22.687306501547987,0.31613425788635463,20.42105263157895,0.3440769509040174
IT,20-64,468,18.696581196581196,0.3946259181820566,13.33974358974359,0.550852469852768
IT,65+,51,10.627450980392156,0.4766879535954032,7.215686274509804,0.7293138586956522
LU,0-19,413,18.958837772397093,0.45925517133379345,16.213075060532688,0.527749853505868
LU,20-64,569,17.45518453427065,0.5455968623444629,12.235500878734623,0.6221574479894392
LU,65+,69,8.55072463768116,0.7166546124338848,6.086956521739131,0.9007758103241293
NL,0-19,99,17.171717171717173,0.43977084951627704,14.777777777777779,0.5405746220699823
NL,20-64,112,13.910714285714286,0.4862852078251169,9.866071428571429,0.6501810194543757
NL,65+,46,7.5,0.502320987654321,5.021739130434782,0.4731903658310586
PL,0-19,402,17.713930348258707,0.4676265695113279,15.328358208955224,0.4897839933728329
PL,20-64,550,15.97090909090909,0.47124140853440905,11.372727272727273,0.4512028285987849
PL,65+,60,9.933333333333334,0.7457978301481304,6.916666666666667,0.5132131548452334
